   73    In        1        1       10         0.250000         0.166667         0.450000
   74    N         1        1       10         0.000000         0.000000         0.461797
   75    Ga        2        1       10         0.750000         0.166667         0.450000
   76    N         2        1       10         0.500000         0.000000         0.461797
   77    Ga        1        2       10         0.000000         0.666667         0.450000
   78    N         1        2       10         0.250000         0.500000         0.461797
   79    Ga        2        2       10         0.500000         0.666667         0.450000
   80    N         2        2       10         0.750000         0.500000         0.461797
