      94      N201	  c	 0.250000	0.499975	0.280920	0.00
      95       Ga2	  c	 0.500000	0.666638	0.274765	0.00
      96      N201	  c	 0.750000	0.499975	0.280920	0.00
      97       Ga1	  c	 0.000000	0.999973	0.299744	0.00
      98      N101	  c	 0.250000	0.166636	0.305899	0.00
      99       Ga1	  c	 0.500000	0.999973	0.299744	0.00
     100      N101	  c	 0.750000	0.166636	0.305899	0.00
     101       Ga1	  c	 0.250000	0.499973	0.299744	0.00
     102      N101	  c	 0.000000	0.666636	0.305899	0.00
     103       Ga1	  c	 0.750000	0.499973	0.299744	0.00
     104      N101	  c	 0.500000	0.666636	0.305899	0.00
     105       Ga2	  c	 0.250000	0.166634	0.324723	0.00
     106      N201	  c	 0.000000	0.999970	0.330878	0.00
     107       Ga2	  c	 0.750000	0.166634	0.324723	0.00
     108      N201	  c	 0.500000	0.999970	0.330878	0.00
     109       Ga2	  c	 0.000000	0.666634	0.324723	0.00
     110      N201	  c	 0.250000	0.499970	0.330878	0.00
     111       Ga2	  c	 0.500000	0.666634	0.324723	0.00
     112      N201	  c	 0.750000	0.499970	0.330878	0.00
     113       Ga1	  c	 0.000000	0.999968	0.349702	0.00
     114      N101	  c	 0.250000	0.166631	0.355857	0.00
     115       Ga1	  c	 0.500000	0.999968	0.349702	0.00
     116      N101	  c	 0.750000	0.166631	0.355857	0.00
     117       Ga1	  c	 0.250000	0.499968	0.349702	0.00
     118      N101	  c	 0.000000	0.666631	0.355857	0.00
     119       Ga1	  c	 0.750000	0.499968	0.349702	0.00
     120      N101	  c	 0.500000	0.666631	0.355857	0.00
     121       Ga2	  c	 0.250000	0.166629	0.374680	0.00
     122      N201	  c	 0.000000	0.999966	0.380835	0.00
     123       Ga2	  c	 0.750000	0.166629	0.374680	0.00
     124      N201	  c	 0.500000	0.999966	0.380835	0.00
     125       Ga2	  c	 0.000000	0.666629	0.374680	0.00
     126      N201	  c	 0.250000	0.499966	0.380835	0.00
     127       Ga2	  c	 0.500000	0.666629	0.374680	0.00
     128      N201	  c	 0.750000	0.499966	0.380835	0.00
     129       Ga1	  c	 0.000000	0.999963	0.399659	0.00
     130      N101	  c	 0.250000	0.166626	0.405814	0.00
     131       Ga1	  c	 0.500000	0.999963	0.399659	0.00
     132      N101	  c	 0.750000	0.166626	0.405814	0.00
     133       Ga1	  c	 0.250000	0.499963	0.399659	0.00
     134      N101	  c	 0.000000	0.666626	0.405814	0.00
     135       Ga1	  c	 0.750000	0.499963	0.399659	0.00
     136      N101	  c	 0.500000	0.666626	0.405814	0.00
     137       Ga2	  c	 0.250000	0.166624	0.424638	0.00
     138      N201	  c	 0.000000	0.999961	0.430793	0.00
     139       Ga2	  c	 0.750000	0.166624	0.424638	0.00
     140      N201	  c	 0.500000	0.999961	0.430793	0.00
     141       Ga2	  c	 0.000000	0.666624	0.424638	0.00
     142      N201	  c	 0.250000	0.499961	0.430793	0.00
     143       Ga2	  c	 0.500000	0.666624	0.424638	0.00
     144      N201	  c	 0.750000	0.499961	0.430793	0.00
     145       Ga1	  c	 0.000000	0.999959	0.449616	0.00
     146      N101	  c	 0.250000	0.166622	0.455771	0.00
     147       Ga1	  c	 0.500000	0.999959	0.449616	0.00
     148      N101	  c	 0.750000	0.166622	0.455771	0.00
     149       Ga1	  c	 0.250000	0.499959	0.449616	0.00
     150      N101	  c	 0.000000	0.666622	0.455771	0.00
     151       Ga1	  c	 0.750000	0.499959	0.449616	0.00
     152      N101	  c	 0.500000	0.666622	0.455771	0.00
     153       Ga2	  c	 0.250000	0.166619	0.474595	0.00
     154      N201	  c	 0.000000	0.999956	0.480750	0.00
     155       Ga2	  c	 0.750000	0.166619	0.474595	0.00
     156      N201	  c	 0.500000	0.999956	0.480750	0.00
     157       Ga2	  c	 0.000000	0.666619	0.474595	0.00
     158      N201	  c	 0.250000	0.499956	0.480750	0.00
     159       Ga2	  c	 0.500000	0.666619	0.474595	0.00
     160      N201	  c	 0.750000	0.499956	0.480750	0.00
     161       Ga1	  c	 0.000000	0.999954	0.499574	0.00
     162      N101	  c	 0.250000	0.166617	0.505729	0.00
     163       Ga1	  c	 0.500000	0.999954	0.499574	0.00
     164      N101	  c	 0.750000	0.166617	0.505729	0.00
     165       Ga1	  c	 0.250000	0.499954	0.499574	0.00
     166      N101	  c	 0.000000	0.666617	0.505729	0.00
     167       Ga1	  c	 0.750000	0.499954	0.499574	0.00
     168      N101	  c	 0.500000	0.666617	0.505729	0.00
     169       Ga2	  c	 0.250000	0.166614	0.524552	0.00
     170      N201	  c	 0.000000	0.999951	0.530707	0.00
     171       Ga2	  c	 0.750000	0.166615	0.524552	0.00
     172      N201	  c	 0.500000	0.999951	0.530707	0.00
     173       Ga2	  c	 0.000000	0.666615	0.524552	0.00
     174      N201	  c	 0.250000	0.499951	0.530707	0.00
     175       Ga2	  c	 0.500000	0.666615	0.524552	0.00
     176      N201	  c	 0.750000	0.499951	0.530707	0.00
     177       Ga1	  c	 0.000000	0.999949	0.549531	0.00
     178      N101	  c	 0.250000	0.166612	0.555686	0.00
     179       Ga1	  c	 0.500000	0.999949	0.549531	0.00
     180      N101	  c	 0.750000	0.166612	0.555686	0.00
     181       Ga1	  c	 0.250000	0.499949	0.549531	0.00
     182      N101	  c	 0.000000	0.666612	0.555686	0.00
     183       Ga1	  c	 0.750000	0.499948	0.549531	0.00
     184      N101	  c	 0.500000	0.666612	0.555686	0.00
     185       Ga2	  c	 0.250000	0.166609	0.574510	0.00
     186      N201	  c	 0.000001	0.999946	0.580665	0.00
     187       Ga2	  c	 0.750000	0.166609	0.574510	0.00
     188      N201	  c	 0.499999	0.999946	0.580665	0.00
     189       Ga2	  c	 0.000000	0.666609	0.574510	0.00
     190      N201	  c	 0.250000	0.499946	0.580665	0.00
     191       Ga2	  c	 0.500000	0.666609	0.574510	0.00
     192      N201	  c	 0.750000	0.499947	0.580665	0.00
     193       Ga1	  c	 0.000002	0.999943	0.599488	0.00
     194      N101	  c	 0.250000	0.166609	0.605644	0.00
     195       Ga1	  c	 0.499998	0.999943	0.599488	0.00
     196      N101	  c	 0.750000	0.166606	0.605643	0.00
     197       Ga1	  c	 0.250000	0.499943	0.599488	0.00
     198      N101	  c	 0.000002	0.666606	0.605643	0.00
     199       Ga1	  c	 0.750000	0.499945	0.599488	0.00
     200      N101	  c	 0.499998	0.666606	0.605643	0.00
     201       Ga2	  c	 0.250000	0.166609	0.624467	0.00
     202      N201	  c	 0.999996	0.999942	0.630622	0.00
     203       Ga2	  c	 0.750000	0.166603	0.624466	0.00
     204      N201	  c	 0.500004	0.999942	0.630622	0.00
     205       Ga2	  c	 0.000003	0.666603	0.624467	0.00
     206      N201	  c	 0.250000	0.499942	0.630623	0.00
     207       Ga2	  c	 0.499997	0.666603	0.624467	0.00
     208      N201	  c	 0.750000	0.499936	0.630621	0.00
     209       Ga1	  c	 0.999987	0.999942	0.649445	0.00
     210      N101	  c	 0.250000	0.166561	0.655600	0.00
     211       Ga1	  c	 0.500013	0.999942	0.649445	0.00
     212      N101	  c	 0.750000	0.166610	0.655602	0.00
     213       Ga1	  c	 0.250000	0.499940	0.649448	0.00
     214      N101	  c	 0.999966	0.666617	0.655600	0.00
     215       Ga1	  c	 0.750000	0.499928	0.649445	0.00
     216      N101	  c	 0.500034	0.666617	0.655600	0.00
     217       Ga2	  c	 0.250000	0.166513	0.674423	0.00
     218      N201	  c	 0.999951	0.999958	0.680586	0.00
     219       Ga2	  c	 0.750000	0.166617	0.674426	0.00
     220      N201	  c	 0.500049	0.999958	0.680586	0.00
     221       Ga2	  c	 0.999924	0.666633	0.674424	0.00
     222      N201	  c	 0.250000	0.499947	0.680558	0.00
     223       Ga2	  c	 0.500076	0.666633	0.674424	0.00
     224      N201	  c	 0.750000	0.499879	0.680588	0.00
     225       Ga1	  c	 0.999930	0.999979	0.699413	0.00
     226      N101	  c	 0.250000	0.166938	0.705540	0.00
     227       Ga1	  c	 0.500071	0.999979	0.699413	0.00
     228      N101	  c	 0.750000	0.166567	0.705603	0.00
     229       Ga1	  c	 0.250000	0.499959	0.699368	0.00
     230      N101	  c	 0.000263	0.666439	0.705545	0.00
     231       Ga1	  c	 0.750000	0.499815	0.699417	0.00
     232      N101	  c	 0.499738	0.666439	0.705545	0.00
     233       Ga2	  c	 0.250000	0.167294	0.724351	0.00
     234      N201	  c	 0.001271	0.999173	0.730483	0.00
     235       Ga2	  c	 0.750000	0.166581	0.724457	0.00
     236      N201	  c	 0.498729	0.999173	0.730483	0.00
     237       Ga2	  c	 0.000686	0.666249	0.724359	0.00
     238      N201	  c	 0.250000	0.499716	0.730681	0.00
     239       Ga2	  c	 0.499314	0.666249	0.724359	0.00
     240      N201	  c	 0.750000	0.501662	0.730496	0.00
     241       Ga1	  c	 0.002138	0.998475	0.749275	0.00
     242      N101	  c	 0.250000	0.165790	0.755811	0.00
     243       Ga1	  c	 0.497862	0.998475	0.749275	0.00
     244      N103	  c	 0.750000	0.166993	0.754660	0.00
     245       Ga1	  c	 0.250000	0.499305	0.749574	0.00
     246      N101	  c	 0.000234	0.666810	0.755850	0.00
     247       Ga1	  c	 0.750000	0.503491	0.749301	0.00
     248      N101	  c	 0.499767	0.666810	0.755850	0.00
     249       Ga2	  c	 0.250000	0.164642	0.774757	0.00
     250      N203	  c	 0.013257	0.992398	0.781459	0.00
     251       In2	  c	 0.750000	0.167935	0.774787	0.00
     252      N203	  c	 0.486743	0.992398	0.781459	0.00
     253       Ga2	  c	 0.004583	0.667189	0.774834	0.00
     254      N201	  c	 0.250000	0.494762	0.781088	0.00
     255       Ga2	  c	 0.495418	0.667189	0.774834	0.00
     256      N203	  c	 0.750000	0.521286	0.781418	0.00
     257       Ga1	  c	 0.002945	0.998417	0.800229	0.00
     258      N101	  c	 0.250000	0.167700	0.806459	0.00
     259       Ga1	  c	 0.497055	0.998417	0.800229	0.00
     260      N101	  c	 0.750000	0.166924	0.806025	0.00
     261       Ga1	  c	 0.250000	0.499043	0.800035	0.00
     262      N101	  c	 0.001227	0.666055	0.806410	0.00
     263       Ga1	  c	 0.750000	0.504226	0.800209	0.00
     264      N101	  c	 0.498774	0.666055	0.806410	0.00
     265       Ga2	  c	 0.250000	0.167146	0.825232	0.00
     266      N201	  c	 0.999529	0.000240	0.831282	0.00
     267       Ga2	  c	 0.750000	0.166649	0.824969	0.00
     268      N201	  c	 0.500471	0.000240	0.831282	0.00
     269       Ga2	  c	 0.000380	0.666467	0.825199	0.00
     270      N201	  c	 0.250000	0.500157	0.831386	0.00
     271       Ga2	  c	 0.499620	0.666467	0.825199	0.00
     272      N201	  c	 0.750000	0.499438	0.831268	0.00
     273       Ga1	  c	 0.999755	0.000118	0.850114	0.00
     274      N101	  c	 0.250000	0.166460	0.856280	0.00
     275       Ga1	  c	 0.500246	0.000118	0.850114	0.00
     276      N101	  c	 0.750000	0.166737	0.856288	0.00
     277       Ga1	  c	 0.250000	0.500088	0.850180	0.00
     278      N101	  c	 0.999783	0.666760	0.856282	0.00
     279       Ga1	  c	 0.750000	0.499742	0.850104	0.00
     280      N101	  c	 0.500217	0.666760	0.856282	0.00
     281       Ga2	  c	 0.250000	0.166575	0.875105	0.00
     282      N201	  c	 0.999986	0.000015	0.881263	0.00
     283       Ga2	  c	 0.750000	0.166706	0.875109	0.00
     284      N201	  c	 0.500014	0.000015	0.881263	0.00
     285       Ga2	  c	 0.999910	0.666714	0.875106	0.00
     286      N201	  c	 0.250000	0.500013	0.881254	0.00
     287       Ga2	  c	 0.500090	0.666714	0.875106	0.00
     288      N201	  c	 0.750000	0.500011	0.881266	0.00
     289       Ga1	  c	 0.999999	0.000012	0.900086	0.00
     290      N101	  c	 0.250000	0.166691	0.906239	0.00
     291       Ga1	  c	 0.500001	0.000012	0.900086	0.00
     292      N101	  c	 0.750000	0.166668	0.906242	0.00
     293       Ga1	  c	 0.250000	0.500012	0.900081	0.00
     294      N101	  c	 0.000015	0.666669	0.906240	0.00
     295       Ga1	  c	 0.750000	0.500010	0.900088	0.00
     296      N101	  c	 0.499985	0.666669	0.906240	0.00
     297       Ga2	  c	 0.250000	0.166679	0.925063	0.00
     298      N201	  c	 0.000005	0.000007	0.931219	0.00
     299       Ga2	  c	 0.750000	0.166669	0.925065	0.00
     300      N201	  c	 0.499995	0.000007	0.931219	0.00
     301       Ga2	  c	 0.000008	0.666669	0.925064	0.00
     302      N201	  c	 0.250000	0.500007	0.931219	0.00
     303       Ga2	  c	 0.499993	0.666669	0.925064	0.00
     304      N201	  c	 0.750000	0.500012	0.931219	0.00
     305       Ga1	  c	 0.000002	0.000005	0.950043	0.00
     306      N101	  c	 0.250000	0.166668	0.956198	0.00
     307       Ga1	  c	 0.499998	0.000005	0.950043	0.00
     308      N101	  c	 0.750000	0.166669	0.956197	0.00
     309       Ga1	  c	 0.250000	0.500005	0.950043	0.00
     310      N101	  c	 0.000000	0.666669	0.956198	0.00
     311       Ga1	  c	 0.750000	0.500008	0.950043	0.00
     312      N101	  c	 0.500000	0.666669	0.956198	0.00
     313       Ga2	  c	 0.250000	0.166666	0.975021	0.00
     314      N201	  c	 1.000000	0.000003	0.981176	0.00
     315       Ga2	  c	 0.750000	0.166666	0.975021	0.00
     316      N201	  c	 0.500001	0.000003	0.981176	0.00
     317       Ga2	  c	 0.000000	0.666666	0.975021	0.00
     318      N201	  c	 0.250000	0.500003	0.981176	0.00
     319       Ga2	  c	 0.500000	0.666666	0.975021	0.00
     320      N201	  c	 0.750000	0.500002	0.981176	0.00


  Final cell parameters and derivatives :



--------------------------------------------------------------------------------
a=          6.377999783
b=          5.523347855
c=        103.794266083
